nm,X2016.10.31,X2016.9.30,X2016.8.31,X2016.7.29,X2016.6.30,X2016.5.31,X2016.4.29,X2016.3.31,X2016.2.26,X2016.1.30,X2015.12.31,X2015.11.30,X2015.10.30,X2015.9.30,X2015.8.31,X2015.7.31,X2015.6.30,X2015.5.29,X2015.4.30,X2015.3.31,X2015.2.26,X2015.1.30,X2014.12.31,X2014.11.28,X2014.10.31,X2014.9.30,X2014.8.29,X2014.7.31,X2014.6.30,X2014.5.30,X2014.4.30,X2014.3.31,X2014.2.27,X2014.1.27,X2013.12.31,X2013.11.29,X2013.10.31,X2013.9.30,X2013.8.30,X2013.7.31,X2013.6.28,X2013.5.31,X2013.4.30,X2013.3.29,X2013.2.27,X2013.1.31,X2012.12.28,X2012.11.30,X2012.10.31,X2012.9.28,X2012.8.31,X2012.7.31,X2012.6.29,X2012.5.31,X2012.4.30,X2012.3.30,X2012.2.29,X2012.1.31,X2011.12.30,X2011.11.30,X2011.10.31,X2011.9.30,X2011.8.31,X2011.7.29,X2011.6.30,X2011.5.31,X2011.4.29,X2011.3.31,X2011.2.25,X2011.1.28,X2010.12.31,X2010.11.30,X2010.10.29,X2010.9.30,X2010.8.31,X2010.7.30,X2010.6.30,X2010.5.31,X2010.4.30,X2010.3.31,X2010.2.26,X2010.1.29,X2009.12.31,X2009.11.30,X2009.10.30,X2009.9.30,X2009.8.31,X2009.7.31,X2009.6.30,X2009.5.27,X2009.4.30,X2009.3.31,X2009.2.27,X2009.1.21,X2008.12.31,X2008.11.28,X2008.10.31,X2008.9.30,X2008.8.29,X2008.7.31,X2008.6.30,X2008.5.30,X2008.4.30,X2008.3.31,X2008.2.29,X2008.1.31,X2007.12.31,X2007.11.30,X2007.10.31,X2007.9.29,X2007.8.31,X2007.7.31,X2007.6.29,X2007.5.31,X2007.4.30,X2007.3.30,X2007.2.27,X2007.1.31,X2006.12.29,X2006.11.30,X2006.10.31,X2006.9.29,X2006.8.31,X2006.7.31,X2006.6.30,X2006.5.30,X2006.4.28,X2006.3.31,X2006.2.27,X2006.1.25,X2005.12.30,X2005.11.30,X2005.10.31,X2005.9.30,X2005.8.31,X2005.7.29,X2005.6.30,X2005.5.31,X2005.4.29,X2005.3.31,X2005.2.25,X2005.1.31,X2004.12.31,X2004.11.30,X2004.10.29,X2004.9.30,X2004.8.31,X2004.7.30,X2004.6.30,X2004.5.31,X2004.4.30,X2004.3.31,X2004.2.27,X2004.1.30,X2003.12.31,X2003.11.28,X2003.10.31,X2003.9.30,X2003.8.29,X2003.7.31,X2003.6.30,X2003.5.30,X2003.4.30,X2003.3.31,X2003.2.27,X2003.1.28,X2002.12.31,X2002.11.29,X2002.10.31,X2002.9.30,X2002.8.30,X2002.7.31,X2002.6.28,X2002.5.31,X2002.4.30,X2002.3.29,X2002.2.27,X2002.1.31,X2001.12.31,X2001.11.30,X2001.10.31,X2001.9.28,X2001.8.31,X2001.7.31,X2001.6.29,X2001.5.31,X2001.4.30,X2001.3.30,X2001.2.27,X2001.1.31,X2000.12.30,X2000.11.30,X2000.10.31,X2000.9.30,X2000.8.31,X2000.7.31,X2000.6.30,X2000.5.31,X2000.4.29,X2000.3.31,X2000.2.29,X2000.1.31
11,-23.8,-19.6291,-19.9753,-14.7766,-16.1185,-21.4912,-24.5599,-19.6541,-16.0526,-23.325,-19.8182,-24.2744,-16.6667,-15.2319,-36.5702,-38.1579,-30.8113,-27.6151,-24.7486,-22.4424,-13.8957,-16.5727,-12.8684,-21.7144,-28.9962,-23.0346,-31.7334,-23.0263,-14.8827,-18.8764,-27.5916,-19.3587,-9.9999,-18.6045,-15.2852,-24.6479,-20.8495,-17.8261,-25.1101,-25.0999,-23.6362,-17.7257,-23.948,-21.4591,-12.6945,-16.568,-15.8635,-18.6336,-35.1351,-15.7206,-19.0475,-28.993,-19.6359,-26.0871,-30.7694,-25.9912,-9.6466,-15.1305,-21.42,-36.222,-25.3897,-30.4167,-39.644,-26.7404,-25.7652,-25.2434,-19.8261,-20.8333,-21.2208,-17.5116,-16.1763,-23.1062,-24.1144,-20.6896,-26.4802,-10.9757,-20,-29.5556,-18.9798,-8.8747,-17.8247,-29.3894,-11.2728,-20.7017,-19.4916,-17.888,-27.3211,-13.4099,-31.7254,-23.8095,-20.452,-11.1969,-23.1999,-27.7478,-30.9645,-47.4748,-43.8394,-48.3334,-27.7373,-31.4159,-41.7909,-27.3798,-16.1291,-16.8235,-10.2474,-44.0993,-25.3363,-36.164,-31.7632,-22.8712,-36.8487,-16.6667,-14.1177,-24.5653,-21.9745,-17.2414,-14.2858,-27.5428,-12.5337,-11.976,-17.6906,-19.1389,-28.302,-29.0658,-31.6062,-28.5318,-20.3125,-21.4637,-22.1155,-23.4286,-13.5999,-23.7439,-32.9974,-26.6248,-34.2574,-20.0003,-11.1524,-28.5714,-28.1569,-24.6986,-11.6438,-26.4286,-15.1164,-27.2728,-25.9616,-30.9692,-30.618,-29.7213,-36.0466,-28.4403,-29.4303,-23.3265,-11.9566,-6.7357,-10.8844,-16.5217,-19.658,-22.6415,-25.9069,-17.3585,-12.7551,-21.5999,-36.4964,-22.7587,-31.9372,-19.7726,-28.1632,-20.1656,-22.8188,-37.3135,-31.3367,-25.9037,-32.7133,-36.4487,-23.6641,-12.5786,-23.6842,-16.9356,-8.1133,-22.9507,-31.579,-38.889,-26.7716,-38.4774,-27.9311,-37.5439,-29.4687,-17.587,-15.5738,-10.1941,-40.1289,-39.4193,-41.1459,-42.4181,-36.7646,-28.0375,-27.9071,-26.4399,-31.6548,-18.5296,-17.2132,-6.9148
12,-22.7272,-19.3716,-19.9463,-14.2214,-15.8751,-21.2903,-24.5345,-19.4595,-15.7896,-23.2257,-19.6597,-24.2537,-16.3817,-15.0553,-36.214,-37.5917,-30.0972,-27.2729,-24.7377,-21.1539,-13.8513,-16.3366,-12.7195,-21.4521,-28.8237,-22.4236,-29.2517,-22.7614,-14.8717,-18.1131,-27.4724,-18.3544,-9.9656,-18.272,-14.5999,-24.601,-20.7408,-16.961,-21.0812,-24.3591,-23.605,-17.1625,-23.8551,-19.2374,-12.353,-15.7894,-15.8228,-17.5782,-34.9999,-15.3466,-18.8733,-28.1627,-18.716,-25.2884,-30.1283,-25.8734,-9.1838,-14.7542,-21.1429,-34.6995,-25.1373,-30.0001,-39.6016,-26.004,-24.9175,-24.7242,-18.7682,-20.7844,-21.1235,-17.2073,-16.129,-22.619,-23.4568,-20.564,-26.284,-10.5984,-18.7501,-29.4893,-18.8951,-8.6302,-17.5,-28.7567,-11.2498,-20.465,-18.9425,-15.8825,-26.6666,-12.9168,-31.3233,-22.4887,-20.1954,-9.7825,-22.5354,-27.3254,-28.5859,-46.6846,-43.4468,-48.3194,-27.7109,-30.2989,-41.573,-27.1029,-15.9591,-16.7701,-9.5745,-43.885,-24.6453,-35.9392,-31.6954,-20.8,-36.7504,-16.2565,-13.536,-23.1828,-21.8067,-17.1053,-14.151,-27.5,-11.9497,-11.8497,-17.5743,-18.8034,-26.941,-28.1809,-31.2269,-27.2913,-17.6924,-21.0527,-22.078,-23.4233,-13.3117,-23.0769,-32.4828,-25.3048,-34.0444,-19.9583,-10.8504,-26.4581,-27.3764,-24.6154,-10.6977,-26.0415,-15.0531,-27.2728,-25.4168,-30.3571,-30.5755,-29.4999,-35.2113,-28.3334,-28.7553,-22.8917,-11.896,-6.1539,-10.7142,-15.888,-19.4914,-21.3059,-25.8183,-16.1724,-11.6401,-19.6851,-35.0807,-22.6806,-31.6176,-19.5313,-26.8817,-19.9999,-21.5768,-37.2838,-30.4183,-25.7991,-32.41,-36.0563,-23.0115,-11.9045,-23.4693,-16.2162,-8.0716,-20.3656,-31.4137,-38.543,-26.7676,-38.4616,-25.1338,-35.9812,-29.4117,-17.371,-15.0685,-10.1587,-39.7102,-39.394,-40.3809,-41.3792,-36.5483,-27.7489,-27.6,-26.2974,-31.579,-18.3332,-16.8831,-6.5386
13,-22.1054,-19.0084,-19.4726,-14.0844,-15.8293,-21.282,-24.3672,-17.7992,-15.4009,-23.0769,-19.5097,-24.1498,-16.3551,-14.5159,-35.5174,-37.1227,-29.3679,-26.8398,-24.4116,-18.8733,-13.7822,-15.7003,-12.6666,-21.2828,-27.439,-22.381,-28.7006,-22.2603,-14.8305,-17.0417,-27.162,-18.3462,-9.8902,-18.2082,-14.5669,-23.8971,-19.6374,-16.6667,-20,-24.0241,-23.3128,-16.7599,-23.0348,-18.8427,-12.1952,-15.3721,-13.9239,-16.7757,-33.7236,-15.2542,-17.9355,-27.5767,-18.3631,-23.1419,-29.861,-25.4838,-8.9189,-14.6341,-21.0182,-34.5171,-24.3136,-29.878,-39.5626,-24.8387,-24.8582,-24.3421,-18.3224,-20.6417,-20.7824,-16.6667,-16.0976,-22.4958,-23.0345,-19.75,-25.3676,-10.4575,-18.705,-29.301,-18.1818,-7.6189,-17.4061,-28.3943,-10.0962,-19.3704,-18.8461,-14.8936,-26.3159,-12.5386,-30.3796,-21.4563,-18.089,-7.3907,-19.143,-25.3733,-28.4917,-46.5671,-43.1242,-47.8351,-25.3809,-30.1923,-41.3014,-26.6496,-15.6535,-16.7101,-8.5049,-43.8119,-24.3986,-35.4894,-31.0887,-20.1877,-36.7196,-15.7126,-12.963,-22.4944,-21.5939,-16.474,-13.5293,-26.6835,-11.845,-11.3478,-17.157,-18.7115,-26.5549,-25.4158,-31.0476,-25.5501,-17.5705,-20.71,-21.5219,-23.3333,-12.5638,-21.3087,-32.2223,-25.1071,-34.0001,-18.8679,-10.3642,-25.1592,-27.1219,-24.2914,-10.4894,-24.3903,-14.6875,-26.4853,-25,-29.8387,-29.8247,-29.2,-33.8462,-27.5361,-28.7179,-22.2224,-11.7647,-6.1403,-10.1696,-15.6628,-19.0199,-20.8988,-25.7238,-15.5341,-10.5262,-18.8776,-34.8079,-22.353,-31.5789,-19.516,-26.875,-19.8606,-20.9459,-37.0732,-30.1206,-25.7354,-32.4,-35.6165,-22.8659,-11.8852,-22.8847,-15.4387,-7.2164,-20.188,-30.2419,-38.3636,-26.6187,-38.2608,-24.3595,-35.7894,-29.3828,-17.3709,-14.7303,-10.1124,-39.5606,-39.0624,-40.1546,-41.2323,-36.2575,-27.2548,-27.0718,-25.5174,-31.5411,-18.2794,-16.7259,-5.8823
14,-20.8877,-18.6975,-19.3506,-14.0524,-15.5508,-21.2029,-24.2201,-17.3406,-14.4872,-22.8813,-19.3431,-24.1143,-16.0238,-14.5071,-35.2458,-37.0135,-27.835,-26.695,-24.1229,-18.7774,-13.0734,-15.22,-12.5715,-20.7339,-27.3334,-22.2597,-28.6259,-21.8275,-14.4043,-16.9232,-26.1951,-17.6904,-9.6917,-18.127,-14.5364,-23.6642,-18.9189,-16.5697,-19.7859,-22.8038,-22.7811,-15.8046,-22.2223,-18.2515,-11.6029,-14.5879,-13.2717,-16.562,-33.3334,-15.2075,-16.9202,-27.3649,-17.6472,-23.1354,-29.2583,-25.4197,-8.8263,-13.3942,-20.6584,-33.8509,-23.3334,-29.5277,-37.6224,-24.6342,-24.6247,-24.0997,-18.2562,-20.25,-20.4747,-16.5903,-15.861,-22.1374,-22.9664,-19.469,-24.9498,-10.1976,-18.6379,-29.043,-18.0776,-7.0967,-17.0527,-28.3154,-8.8803,-19.2147,-18.5347,-14.2341,-26.3,-11.1999,-29.9676,-20.9523,-17.3731,-7.3826,-18.1819,-24.8748,-27.5471,-45.7176,-42.6205,-47.537,-25.31,-30.0848,-41.2281,-26.0965,-15.0227,-15.9663,-7.1429,-43.7898,-23.9915,-35.4759,-30.6365,-20.1454,-36.3402,-15.6658,-11.4144,-22.0953,-21.3913,-16.4492,-13.4998,-26.4998,-11.4704,-10.8962,-16.9645,-17.647,-26.0524,-24.4444,-29.427,-24.6594,-16.5929,-20.155,-21.3115,-22.7054,-12.4786,-18.6793,-32.1776,-25,-33.8998,-18.475,-9.6775,-25.1122,-27.0435,-23.9098,-10.3053,-24.3697,-14.375,-26.2931,-24.7311,-29.4873,-29.446,-28.125,-33.3334,-26.8294,-28.261,-22.2221,-11.3636,-5.7751,-10.1067,-15.0942,-18.9654,-19.7545,-25.2562,-15.4883,-10.4878,-18.5715,-34.4321,-22.3215,-31.4608,-19.4561,-26.6668,-19.5805,-20.6082,-36.6667,-29.7945,-25.0189,-31.1278,-33.4485,-22.3958,-11.7155,-21.6313,-14.9998,-4.918,-18.0887,-30.0429,-38.1869,-26.4706,-38.0191,-24.2893,-35.2382,-29.0757,-17.0874,-14.692,-9.9763,-39.0111,-38.5804,-40.0001,-41.2215,-36.0544,-26.8182,-26.8868,-25.1968,-31.3665,-18.1818,-16.529,-5.6019
15,-20.4546,-18.4212,-19.214,-13.9738,-15.2597,-20.9707,-23.978,-16.814,-14.0625,-22.3646,-18.9809,-23.6668,-15.9341,-14.3421,-34.7613,-36.7924,-27.7058,-26.4151,-23.7822,-18.5394,-12.6698,-14.8212,-12.3111,-20.3704,-27.2109,-21.0929,-27.6249,-21.0657,-14.2473,-16.7821,-25.3782,-16.7858,-9.6777,-17.5438,-14.1576,-22.6235,-18.7117,-16.3743,-19.4396,-22.0589,-22.4287,-15.7314,-21.0527,-17.3718,-11.5988,-14.5524,-13.0435,-16.5589,-33.1743,-14.9352,-16.5948,-26.9521,-17.3077,-22.6804,-29.0658,-24.0411,-8.7405,-13.3472,-20.1681,-33.7079,-23.3332,-29.0085,-37.4577,-24.6323,-24.4445,-24.086,-18.1063,-18.1604,-20.3705,-16.5397,-15.8045,-22.0425,-22.6417,-19.1668,-24.939,-10.1697,-18.1341,-27.9281,-17.3544,-7.0822,-16.9941,-28.302,-8.0808,-19.1055,-18.5318,-13.9395,-25.8601,-11.0496,-29.7851,-20.3124,-15.9533,-7.0271,-17.81,-24.0001,-27.2342,-45.5884,-41.7647,-47.2788,-25.1999,-29.8597,-40.7944,-25.862,-13.6262,-15.5556,-6.6264,-43.1331,-23.8411,-35.4168,-29.8462,-19.8413,-35.7896,-15.5557,-11.017,-21.26,-21.3334,-16.352,-13.2353,-26.4706,-11.3334,-9.6275,-16.9132,-17.0771,-25.5032,-22.973,-29.2207,-23.2525,-15.8139,-20.0001,-21.141,-21.3057,-12.3158,-17.4059,-32.1351,-24.9593,-33.5734,-18.4728,-9.0905,-24.8781,-26.2471,-23.2876,-9.6939,-23.077,-14.2857,-26.25,-24.6863,-28.7824,-27.7686,-28.099,-33.0987,-25.6944,-28.0899,-21.402,-11.2469,-5.6075,-9.5492,-15.0326,-18.038,-19.2593,-24.7012,-15.0568,-10.4375,-18.5629,-34.2262,-22.1429,-31.3304,-18.8461,-25.6301,-18.8002,-19.4595,-36.639,-29.3103,-24.762,-30.8334,-33.1897,-21.9896,-11.413,-21.4286,-14.9769,-4.2017,-17.8573,-29.4356,-38.0116,-26.1904,-37.9746,-24.2188,-35.2382,-28.4616,-16.7938,-13.5484,-9.5238,-38.964,-38.2025,-39.8333,-41.0714,-36.0216,-26.3803,-26.6033,-25.0001,-31.0925,-18.1161,-16.3399,-5.5555
16,-20.1389,-18.3945,-17.7914,-13.846,-14.7435,-20.7099,-23.4744,-16.6937,-14.0299,-22.252,-18.2352,-23.2011,-15.7464,-14.1827,-34.1752,-36.7869,-26.354,-26.1992,-23.0771,-18.4953,-12.3518,-14.0814,-11.6607,-20,-27.2064,-21.0347,-26.9504,-20.35,-14,-16.7337,-25.1497,-16.7143,-9.4747,-17.3771,-13.9666,-22.2222,-18.595,-15.8038,-19.4164,-21.8161,-22.4107,-15.0248,-20.908,-15.9664,-11.3537,-14.4302,-12.8421,-16.2304,-32.9671,-13.9928,-16.3638,-26.207,-17.2309,-21.7835,-28.5186,-23.5495,-8.2296,-12.9311,-20.0997,-33.5293,-22.7027,-29.007,-37.3397,-24.25,-24.3591,-23.3988,-18,-18.0157,-20.1562,-16.0396,-15.7259,-21.8798,-22.1265,-18.5064,-24.6512,-10.078,-17.8695,-27.7456,-17.2092,-6.7753,-16.9592,-27.8639,-8.0001,-18.3978,-18.5316,-13.7544,-25.7777,-10.9844,-29.6471,-19.0477,-14.6573,-7.0109,-16.6667,-24,-26.5133,-45.5129,-41.6868,-47.2767,-23.9402,-29.3276,-40.7144,-25.6568,-13.4454,-15.3847,-6.1947,-43.0537,-23.1644,-34.7904,-28.9028,-19.7721,-35.4493,-15.1943,-10.7692,-19.1548,-21.3299,-15.7586,-13.0548,-26.1084,-10.892,-9.5785,-16.1132,-17.0765,-23.9176,-21.3066,-28.889,-22.9586,-15.5697,-19.5313,-20.5961,-20.9756,-11.7968,-17.1245,-31.4199,-23.8,-33.0646,-18.4616,-8.9711,-23.4234,-26.2048,-22.984,-9.3023,-23.0215,-14.1175,-25.6292,-24.6544,-27.9018,-27.621,-28.0633,-32.4504,-25.1396,-27.8538,-21.2904,-11.1112,-5.2632,-9.1668,-13.8776,-17.8491,-19.1011,-24.5508,-14.6853,-10.2858,-17.9776,-32.7586,-22.0953,-31.3186,-18.7774,-25.3591,-18.4048,-19.2592,-36.6337,-28.0359,-24.4458,-30.4688,-32.2918,-21.6217,-11.1889,-20.7716,-14.6518,-4.1665,-16.7678,-28.2499,-37.9197,-25.5815,-37.0968,-23.7932,-34.8047,-28.2353,-15.9421,-13.1914,-9.4737,-38.9473,-37.5,-39.1192,-40.5982,-34.8362,-26.2766,-26.4959,-24.909,-30.675,-17.9104,-15.8229,-5.5047
17,-20.0001,-18.3748,-17.6667,-13.5646,-14.6005,-20.5455,-23.1308,-16.637,-13.9631,-22.1185,-18.2309,-23.0669,-15.2759,-13.5204,-33.8625,-36.5854,-26.3339,-26.087,-23.0398,-18.3511,-12.1494,-13.6365,-11.2644,-19.6722,-26.9014,-20.8791,-26.5415,-20.2382,-13.9587,-16.37,-24.9492,-16.554,-9.3139,-17.3555,-13.7596,-22.1122,-18.0412,-15.6593,-19.3927,-20.152,-22.2512,-14.6937,-20.7082,-15.75,-11.1112,-14.1867,-12.5661,-16.1627,-32.9593,-13.8888,-16.2996,-25.9615,-17.1154,-21.4655,-28.0255,-22.9325,-7.3951,-12.715,-20.0001,-33.5181,-22.5488,-28.859,-36.1194,-23.5068,-24.0446,-23.1638,-17.9259,-17.5742,-19.737,-15.916,-15.5586,-21.781,-20.7161,-15.6976,-24.6507,-10.0641,-17.7453,-27.6543,-17.029,-6.6346,-16.9147,-27.8509,-7.9842,-18.1531,-18.2743,-13.5978,-25.49,-10.4744,-29.1851,-18.6829,-14.6321,-6.2305,-16.1703,-23.913,-26.2464,-43.6453,-41.3428,-47.2438,-23.8132,-28.8266,-40.4687,-25.6505,-13.4039,-14.9682,-5.6,-43.0302,-23.0697,-34.417,-28.75,-19.706,-35.3846,-14.9554,-9.7561,-19.0647,-21.3236,-15.6453,-12.8001,-26.0931,-10.8373,-9.3333,-15.953,-16.8285,-23.7853,-21.2291,-28.6221,-22.8216,-15.1695,-19.5312,-20.4633,-20.3621,-11.4825,-17.0732,-31.0769,-23.5462,-31.9049,-18.4583,-8.871,-23.2043,-26.023,-22.8573,-9.2309,-22.1344,-14.0625,-25.4902,-23.9999,-27.6595,-27.5937,-27.7371,-32.1639,-25.1219,-27.1429,-21.2499,-10.9676,-4.7826,-8.7272,-13.8365,-17.5182,-18.7191,-24.0459,-14.3885,-9.7702,-16.9015,-32.6399,-21.8431,-30.8571,-18.0413,-24.6722,-18.1818,-18.9998,-36.0383,-27.5974,-24.1609,-30.0662,-32.0969,-21.3333,-11.0345,-20.3007,-14.3885,-4.0406,-16.0493,-27.1707,-37.6384,-25.5172,-37.0588,-23.7249,-34.5454,-27.6786,-15.7894,-13.1489,-9.3459,-38.8061,-37.0371,-38.9105,-40.4372,-34.7826,-26.1225,-26.4285,-24.5762,-30.303,-17.7217,-15.6626,-5.2517
18,-19.9103,-17.5732,-17.2078,-13.3773,-14.5253,-20.4444,-23.0952,-16.3637,-13.0878,-22.0339,-18.0744,-22.4401,-14.1844,-13.2449,-33.3373,-36.48,-25.4065,-25.7746,-22.8623,-18.2481,-11.9469,-13.4671,-11.1588,-19.5403,-26.5623,-20.6383,-26.3805,-20.1579,-13.889,-15.7032,-24.8951,-16.4323,-9.1039,-17.159,-13.3573,-21.9179,-17.9579,-15.655,-18.9657,-20.0164,-22.1622,-14.5947,-20.6482,-15.6398,-10.954,-14.122,-12.5293,-16.1395,-32.6923,-12.8039,-15.8916,-24.9547,-16.7287,-21.3024,-27.9825,-22.9165,-6.316,-11.5293,-19.9514,-33.5098,-22.5396,-28.7426,-35.687,-22.4771,-23.8806,-22.6933,-17.6548,-17.5375,-19.5782,-15.8536,-15.0536,-21.7044,-20.4982,-15.2746,-23.9436,-10.0002,-17.3531,-26.6234,-16.9811,-6.4435,-16.883,-26.9863,-7.6434,-17.7142,-18.2539,-13.0435,-25.4237,-10.1322,-28.5454,-18.6529,-14.2857,-5.2174,-15.4229,-23.5293,-25.8974,-41.9356,-41.0294,-47.0589,-23.7289,-28.4473,-40.2566,-25.5869,-13.2583,-14.8777,-5.4175,-42.9603,-22.971,-34.3902,-28.4315,-19.4149,-35.3332,-14.8691,-9.7402,-17.9892,-20.9387,-15.0724,-12.7725,-25.6755,-10.8014,-9.0686,-15.8236,-16.5302,-23.2001,-21,-28.3154,-20.8256,-14.3427,-19.3333,-20.0849,-20.3294,-11.2949,-16.6667,-31.0509,-23.3717,-31.4813,-18.3871,-8.7541,-22.5923,-24.8648,-22.8298,-8.9742,-22.1258,-13.7566,-25.1535,-23.7704,-27.3197,-27.5422,-27.6723,-32.1428,-25.1112,-26.971,-21.1655,-10.6921,-4.6824,-8.6018,-13.7143,-17.516,-18.2389,-24.0001,-13.1148,-9.6153,-16.3727,-32.2501,-21.8233,-30.4347,-17.6923,-24.5034,-18.0792,-18.868,-35.7989,-27.5592,-23.6844,-29.719,-30.8788,-20.946,-10.5096,-19.8313,-14.2396,-3.3333,-15.3284,-26.25,-36.6667,-25.3571,-36.9159,-23.3502,-33.7414,-27.5864,-15.75,-12.4352,-9.3022,-38.5074,-37.0271,-38.6567,-40.1905,-33.8462,-25.6522,-26.3735,-24.2105,-28.5295,-17.3283,-15.6389,-5.2021
19,-19.7844,-17.399,-17.1805,-13.1428,-14.4739,-20.1894,-23.077,-16.2541,-12.924,-21.9531,-17.8118,-22.3076,-14.0625,-12.9468,-33.0865,-36.3878,-24.8555,-24.1823,-21.8628,-17.9976,-11.811,-13.3891,-10.5334,-19.5194,-26.5007,-20.1626,-25.4715,-20,-13.8393,-15.4412,-24.5969,-15.8855,-8.7765,-17.0897,-13.0046,-21.8953,-17.8083,-15.5662,-18.9023,-18.6529,-21.9366,-14.4125,-20.603,-15.4201,-10.9171,-13.4861,-12.0604,-15.5502,-32.3864,-12.8,-15.6944,-24.6837,-16.4835,-21.1455,-27.7371,-22.865,-6.029,-11.0001,-19.6379,-33.3878,-21.9147,-28.5963,-35.0821,-22.3328,-23.833,-22.4757,-17.5541,-17.3555,-19.4444,-15.8224,-14.2122,-20.7627,-19.9146,-14.7659,-23.9131,-9.7223,-16.5279,-26.5753,-16.5291,-6.2501,-16.8796,-26.7459,-7.5111,-16.4713,-18.2064,-12.957,-25.2263,-9.9999,-28.1721,-18.5484,-14.0391,-5.2173,-15.0861,-22.8334,-25.0436,-40.8686,-40.8433,-46.9137,-21.0928,-27.696,-39.394,-25.5259,-12.7121,-14.6366,-5.4166,-42.4124,-22.6519,-33.918,-27.3233,-18.3221,-35.119,-14.4605,-9.375,-17.931,-20.3479,-14.7127,-12.6821,-25.0567,-10.6937,-9.0397,-15.8025,-16.5266,-23.077,-20.9574,-27.7281,-20.7082,-13.889,-18.9409,-20.0001,-19.9997,-10.4859,-16.2962,-30.2678,-23.0769,-31.4382,-18.2223,-8.3332,-22.5001,-24.7961,-22.6922,-8.8237,-22.0473,-13.6564,-25.0952,-23.5771,-26.9507,-27.2728,-27.5757,-31.5044,-24.6808,-26.8074,-20.958,-10.5918,-4.4117,-8.2351,-13.546,-17.3912,-17.8084,-23.3848,-12.4242,-9.4737,-15.2541,-32.2222,-21.8107,-29.8969,-17.588,-23.718,-18.0003,-18.5185,-35.5554,-27.0074,-23.3131,-29.4118,-30.2082,-20.3884,-10.4025,-19.3939,-14.1732,-2.9851,-15.3226,-26.1063,-36.5546,-25,-36.4066,-23.2931,-33.6898,-27.027,-15.7143,-12.222,-9.2198,-38.4,-36.8966,-38.5026,-40.1739,-33.6926,-25.5653,-26.2735,-23.8494,-28.2065,-17.0648,-15.3844,-5.1282
20,-19.5981,-16.8868,-17,-13.1124,-14.1203,-20.1801,-22.3404,-16.2332,-12.7273,-21.8085,-17.623,-22.2221,-13.9362,-12.6436,-32.501,-36.3056,-24.8114,-24.0173,-20.635,-17.8667,-11.7474,-13.198,-10.4277,-19.3393,-26.4926,-20.0219,-23.9759,-19.8305,-13.7501,-15.3049,-24.506,-15.6929,-8.6388,-17.0265,-12.6112,-21.5909,-17.5823,-14.9999,-18.831,-18.3442,-21.8392,-14.3612,-20.4302,-15.3922,-10.8187,-12.9386,-12.0482,-13.4808,-32.3033,-12.5627,-15.6052,-24.2063,-16.1038,-21.0525,-27.4065,-22.078,-5.8139,-10.1942,-19.4062,-33.3335,-21.6034,-28.5373,-34.8156,-22.3088,-23.777,-22.449,-17.0281,-17.2642,-19.2878,-15.5556,-13.9918,-20.7018,-19.3549,-13.4939,-23.3194,-9.6774,-16.4124,-26.4575,-16.4815,-5.9543,-16.814,-26.6667,-7.5001,-16,-18.0153,-12.6983,-24.9927,-9.8764,-28.0632,-18.5267,-13.5888,-5.1224,-14.1832,-22.4448,-24.4566,-40.6328,-39.6825,-46.6904,-20.8652,-27.4005,-38.6228,-25.0001,-12.3134,-14.5243,-5.0633,-42.1539,-22.6356,-33.6493,-27.3184,-18.2609,-34.8838,-14.3412,-9.2466,-16.3268,-20.3478,-14.5484,-12.6421,-24.8984,-10.5803,-8.6036,-15.5515,-16.4152,-22.0239,-20.3008,-27.2727,-20.497,-13.7254,-18.4836,-19.6406,-19.3938,-10.3113,-14.4347,-30.1508,-23.0125,-31.3326,-18.0001,-7.7727,-21.9819,-24.7862,-22.0782,-8.7335,-21.8977,-13.158,-24.8485,-23.494,-26.2962,-26.3158,-27.1652,-30.8412,-24.5713,-26.7132,-20.8904,-10.2565,-4.1175,-8.1196,-13.4077,-17.2414,-17.6472,-23.1917,-12.2807,-9.0908,-14.7727,-32.1169,-21.5384,-29.3814,-17.5115,-23.7069,-17.647,-18.3715,-35.268,-25.9998,-22.9034,-29.3722,-30.1725,-20.3704,-9.6,-19.3182,-13.9623,-2.9412,-15.2542,-25.6197,-36.4965,-24.5455,-36.2162,-23.2326,-33.0303,-26.1261,-15.493,-12.1622,-9.1464,-37.5566,-36.4055,-38.4448,-39.9999,-33.3332,-25.5556,-25.8333,-23.6363,-28.1817,-16.3522,-15.3226,-4.7335
