年月,2016/10/31,2016/9/30,2016/8/31,2016/7/29,2016/6/30,2016/5/31,2016/4/29,2016/3/31,2016/2/26,2016/1/30,2015/12/31,2015/11/30,2015/10/30,2015/9/30,2015/8/31,2015/7/31,2015/6/30,2015/5/29,2015/4/30,2015/3/31,2015/2/26,2015/1/30,2014/12/31,2014/11/28,2014/10/31,2014/9/30,2014/8/29,2014/7/31,2014/6/30,2014/5/30,2014/4/30,2014/3/31,2014/2/27,2014/1/27,2013/12/31,2013/11/29,2013/10/31,2013/9/30,2013/8/30,2013/7/31,2013/6/28,2013/5/31,2013/4/30,2013/3/29,2013/2/27,2013/1/31,2012/12/28,2012/11/30,2012/10/31,2012/9/28,2012/8/31,2012/7/31,2012/6/29,2012/5/31,2012/4/30,2012/3/30,2012/2/29,2012/1/31,2011/12/30,2011/11/30,2011/10/31,2011/9/30,2011/8/31,2011/7/29,2011/6/30,2011/5/31,2011/4/29,2011/3/31,2011/2/25,2011/1/28,2010/12/31,2010/11/30,2010/10/29,2010/9/30,2010/8/31,2010/7/30,2010/6/30,2010/5/31,2010/4/30,2010/3/31,2010/2/26,2010/1/29,2009/12/31,2009/11/30,2009/10/30,2009/9/30,2009/8/31,2009/7/31,2009/6/30,2009/5/27,2009/4/30,2009/3/31,2009/2/27,2009/1/21,2008/12/31,2008/11/28,2008/10/31,2008/9/30,2008/8/29,2008/7/31,2008/6/30,2008/5/30,2008/4/30,2008/3/31,2008/2/29,2008/1/31,2007/12/31,2007/11/30,2007/10/31,2007/9/29,2007/8/31,2007/7/31,2007/6/29,2007/5/31,2007/4/30,2007/3/30,2007/2/27,2007/1/31,2006/12/29,2006/11/30,2006/10/31,2006/9/29,2006/8/31,2006/7/31,2006/6/30,2006/5/30,2006/4/28,2006/3/31,2006/2/27,2006/1/25,2005/12/30,2005/11/30,2005/10/31,2005/9/30,2005/8/31,2005/7/29,2005/6/30,2005/5/31,2005/4/29,2005/3/31,2005/2/25,2005/1/31,2004/12/31,2004/11/30,2004/10/29,2004/9/30,2004/8/31,2004/7/30,2004/6/30,2004/5/31,2004/4/30,2004/3/31,2004/2/27,2004/1/30,2003/12/31,2003/11/28,2003/10/31,2003/9/30,2003/8/29,2003/7/31,2003/6/30,2003/5/30,2003/4/30,2003/3/31,2003/2/27,2003/1/28,2002/12/31,2002/11/29,2002/10/31,2002/9/30,2002/8/30,2002/7/31,2002/6/28,2002/5/31,2002/4/30,2002/3/29,2002/2/27,2002/1/31,2001/12/31,2001/11/30,2001/10/31,2001/9/28,2001/8/31,2001/7/31,2001/6/29,2001/5/31,2001/4/30,2001/3/30,2001/2/27,2001/1/31,2000/12/30,2000/11/30,2000/10/31,2000/9/30,2000/8/31,2000/7/31,2000/6/30,2000/5/31,2000/4/29,2000/3/31,2000/2/29,2000/1/31
2375 智寶,9.8683,-1.6182,1.3657,8.0139,9.1254,-2.5926,0.7463,-4.2857,4.0892,-3.9285,0,-2.7778,-7.6924,5.4567,6.5574,-11.2725,-14.8248,-9.3263,27.3929,9.7826,-4.8274,16.4659,4.184,-4.0892,-8.2354,-3.0417,-1.8655,-9.1526,6.4516,-0.3571,-3.1141,3.2146,4.0891,2.2815,1.9381,20.5609,10.0995,0.146,-4.1958,14.5834,-20.7115,16.248,16.7242,4.1294,35.1942,5.6411,4.8388,-4.1238,-2.0202,7.0272,-1.0696,-7.196,-1.2253,-13.924,-6.5091,-5.7622,14.7122,16.377,-2.8916,-17.8219,0.0001,1,-20.3821,-8.7209,-12.1326,-3.6901,-5.2447,3.0013,-9.8486,7.3169,4.1111,-22.4958,-19.9146,-1.6781,-6.0447,5.2559,-3.8564,-8.4044,49.273,10.4418,-1.1905,-1.1764,24.3902,-1.4424,-8.37,3.1816,-9.836,12.702,-18.3019,38.3811,1.323,36.9565,23.7669,-12.549,8.5109,-13.9194,-21.9999,-30.9665,13.1694,-8.1969,-24.1057,-10.6945,3.0041,19.897,23.517,-25.4345,-6.7747,-18.78,-14.2564,4.2783,-16.5179,17.8948,9.8267,0.3481,1.1737,2.5272,-0.24,-8.7624,16.9014,11.2535,13.2256,-0.3216,-3.5658,4.8779,-15.7536,-7.2429,4.2384,17.0542,-14,-14.7342,54.6229,16.7998,-19.4847,-6.0516,-15.365,-6.6907,8.4195,5.1771,-19.869,5.8958,2.367,-2.3121,6.1349,1.875,-13.5136,-4.8588,-3.2865,-6.9868,-2.9662,-8.5271,7.054,-16.0279,9.9617,3.5714,3.7036,-4.7058,6.6944,5.7524,-6.9959,-7.9423,23.1111,25,-5.263,-5.9407,-1.4634,8.4656,-14.0909,5.2632,12.3658,-11.8483,-2.3932,-3.0042,-11.0687,-19.6319,-10.9288,20.3947,1.3333,-7.4074,40.8696,17.3469,10.7344,-18.8074,-2.6786,-13.5135,-6.1594,-15.8537,-9.3923,52.1009,35.2276,90.8893,-28.527,-22.2891,-18.2266,-45.4301,-21.5191,-15.6582,7.6628,-5.0908,0,-8.0266,3.1036,47.2079
2376 技嘉,-0.12,-4.8053,7.9012,12.9223,5.2271,5.3627,-2.8167,-1.3891,4.0463,-5.0756,3.2579,3.8235,8.9745,13.2486,9.7607,-11.8045,-9.0117,-7.7745,-3.866,-3.0002,2.3017,5.6754,4.5197,1.4328,2.4965,-14.6617,-3.8553,-7.4239,-7.2675,9.5543,4.8998,-0.2222,13.0653,10.5556,-2.5709,12.6523,14.0868,6.4816,-0.1846,3.898,-3.4484,3.2027,1.6275,5.3332,3.3465,-2.3077,7.6604,0.2077,-9.9066,3.2818,6.8721,-7.9088,8.7952,3.3595,2.0161,-1.3917,5.2301,12.7358,1.923,-15.1018,-8.5822,-5.9648,-11.4907,8.3732,1.4173,6.7231,4.7535,-4.2158,-7.9192,5.0574,1.3222,0.6655,-1.1512,16.2524,-16.2441,6.9731,-6.3798,-3.2998,13.1491,5.2993,-4.0984,-2.7112,7.5474,3.9219,3.1249,5.6309,17.3292,19.3214,-11.7511,-5.6521,22.9947,25.9257,26.3829,0.4275,3.5396,-3.4186,-27.7777,-26.6968,3.6936,-3.2608,-13.5338,0.949,9.7915,21.2121,13.793,-16.9451,-0.4749,-21.6017,-1.1051,-9.4999,10.0025,13.2381,8.1496,1.7938,-3.2538,-11.3462,5.9065,-0.8082,-1.7857,4.5643,-9.0564,29.2684,4.0608,7.1596,-17.8196,-5.3572,4.7818,-12.5455,-1.0792,-11.1823,3.1302,9.1726,-10.467,0.1611,-7.0915,-0.5374,7.8261,12.013,-4.7915,-3.7201,0.5988,-13.0209,-0.7751,2.3808,-9.5693,-1.4154,7.748,-13.8615,-2.8848,-14.7542,4.2733,-7.1429,4.1323,4.3104,-4.9181,-6.8703,-0.0001,-6.4284,-10.9571,22.143,18.6441,13.4614,10.6382,-0.0001,-5.4326,3.5417,-16.5217,-8.7302,-1.5624,1.0754,-5.0315,11.9719,-16.4706,-7.6087,-8.9108,-9.417,6.1906,-3.6696,33.7425,29.365,3.2786,-16.4383,-13.0953,9.2993,8.2873,-5.729,-7.6923,17.5141,-0.5615,64.8149,-27.5168,1.3603,-25.3807,-27.8388,-9.0001,-3.2259,22.085,-6.5656,-9.1742,17.8381,-6.5657,9.9999
2377 微星,11.5338,6.536,15.6047,17.7664,13.6537,0.9709,3.9352,11.2234,9.5941,-13.4184,10.2111,28.7007,18.6382,10.9345,-3.5316,-7.0511,-10.7296,-4.7683,-1.2113,-2.2368,7.3446,3.8124,1.0368,-9.1521,-1.0651,-8.5262,-7.7042,3.4444,0.8968,35.1515,9.6347,-0.4958,14.151,9.5041,13.615,7.8479,4.2219,7.9772,4.994,13.3757,-0.3174,14.1306,-2.1278,0.3559,2.9304,-2.1507,2.9521,2.6515,-8.0139,0,10.1181,-9.9358,9.4738,10.895,-11.0726,5.4745,9.1635,-2.7133,14.1592,-16.2961,-3.226,2.1979,-0.949,3.9567,-6.3972,-0.3355,-0.6668,-7.1209,-8.2387,2.6237,7.8616,-3.0485,-2.3808,7.0063,-9.5175,4.6922,-6.0605,-7.398,-1.5074,3.6458,-4,-5.2132,7.1068,-0.5048,-5.9384,2.934,-5.7137,13.3821,-11.6128,14.5322,21.557,12.8378,-8.0746,2.2222,7.5085,6.1597,-2.8167,-35.7465,23.6791,2.1054,-17.3913,-13.8575,2.4953,3.373,8.6207,-15.4827,-3.345,-17.2013,4.2553,-3.6602,19.9258,25.5101,1.6599,-2.2312,7.174,-7.9999,3.3058,-6.5638,-0.3847,45.6585,8.1817,7.1429,-2.1611,-2.4456,1.6577,1.4005,2.5862,-6.1992,-6.0759,-1.25,5.263,12.0946,-14.1773,5.0534,-18.5545,-1.6393,-0.2045,25.3846,0.2572,-8.6855,-0.4674,-7.3594,18.4617,-14.4739,-9.8814,-7.3261,11.0734,-24.3244,-6.801,-12.9388,-13.143,-4.5456,5.7692,4,-6.5421,-9.322,0,-2.479,-11.0316,8.9657,5.8395,11.3821,8.8493,3.6701,-13.4919,10.5265,-16.1763,-0.73,-14.9068,-17.0103,-0.0001,3.1916,-4.6111,2.2901,-3.3211,-15.3126,-4.1915,5.0313,49.2961,37.4195,10.7145,-19.0751,0.5814,-7.0271,14.8864,-1.923,-4.1474,33.9507,1.8868,92.4941,-32.295,-0.8129,-41.1484,-24.5488,-12.3416,-1.25,10.4761,-16.0002,3.3057,33.7014,-5.2355,9.7704
2379 瑞昱,3.8836,-16.2386,9.9568,15.6157,13.0095,-2.2126,2.147,5.4826,2.0682,4.4474,16.7656,-1.0278,22.0433,6.3648,-5.9581,-21.4916,-15.5815,-2.3959,-4.0001,1.6259,1.3388,-8.3962,2.9129,2.4874,-6.9448,-0.9173,18.8502,1.3741,2.2704,7.4332,-6.2092,1.9999,8.4337,3.7501,11.5758,4.8245,-5.2627,8.7349,-1.9103,1.1269,-6.7018,-10.4708,22.302,-1.558,6.6463,7.9936,4.6074,6.5453,-5.3356,3.014,13.7584,-3.6967,-8.9227,-6.3095,17.6252,-13.6219,13.8685,23.5627,1.2558,-13.6094,-2.3122,14.6961,-7.9369,-5.0539,-13.8413,12.8068,7.9545,-9.2782,-14.9122,-1.7242,-2.3841,-1.7906,0.5539,14.0601,-7.6947,2.8129,-8.2581,-9.5683,0,2.0238,-4.3279,-7.09,5.4688,26.9123,-5.8668,7.9137,-9.6011,30.3278,-6.298,21.2289,20.6741,10.4219,11.9446,13.744,-7.1847,-29.6908,-8.3174,-17.9846,-4.9311,16.0772,-32.3179,3.7249,-2.2074,-3.4115,-2.0877,-14.8445,-4.2555,-5.2421,-18.6887,-5.5728,-8.625,16.5644,1.6075,25.1852,-7.1528,32.1821,4.1668,-5.8824,11.5308,13.8007,8.5995,-2.1634,19.4685,12.3528,-6.8493,-0.4093,0.9644,1.114,-5.7741,-0.7813,2.1277,6.0647,-8.3978,17.9878,-8.1103,12.5905,8.3072,5.8044,-5.4858,-8.8571,6.7073,-6.2859,2.9411,2.1022,-7.2425,-9.5719,22.5307,-10.8441,-3.8635,-2.6549,-12.2331,-16.9355,1.6393,5.1725,-5.6909,-8.8889,-5.5943,-3.3784,5.7144,21.9516,2.9197,3.7878,-8.3334,-6.4935,-6.6667,-8.3333,-13.0437,6.7008,3.7436,-4.592,-2.9704,10.3288,-23.3975,-4.2945,-6.857,-2.7778,4.0463,1.1696,41.3221,19.2117,7.9787,-13.7615,-7.2342,13.3629,-7.6921,-5.0562,-2.1978,22.9729,16.0785,42.4584,-32.9588,10.7884,-13.3094,-40.5982,21.2436,5.5311,4.0488,-0.4033,13.2422,44.0788,-8.982,23.7037
2380 虹光,-2.0346,-0.4341,-3.3569,2.289,0.1432,-1.2731,-1.257,-2.7172,1.3774,-6.0802,4.0376,1.2263,0.5481,2.8168,1.4285,-10.828,-12.3885,1.5871,-1.5626,-1.5385,-2.6738,3.6586,9.3333,0.1212,-16.3452,-2.4751,-6.0466,1.4151,-4.0723,8.3333,0.4925,-5.1402,8.0808,-0.9011,-7.9263,-5.2402,42.768,0.5012,-0.9923,-1.9465,-10.4575,10.4694,-2.8069,-0.2334,-0.3489,-4.0178,12.4214,4.183,-22.0977,1.6562,3.8708,-4.5779,2.5643,-4.4118,-13.9242,-8.4943,10.2127,8.7964,3.8463,-17.4602,8.1545,-8.9842,-16.8832,-5.0813,-13.055,-7.9326,-9.9567,9.22,2.4212,13.774,14.1509,0.3154,-3.6473,5.4488,-19.9999,0.0379,-17.7453,26.7197,24.3422,-3.7973,1.9354,-3.1249,3.8959,2.6668,15.3846,32.1137,-8.8889,17.75,-12.7776,9.7559,9.3332,25.3483,1.1267,-2.6062,-5.2017,-9.5294,-14.9148,-23.1538,3.1746,-7.0572,-12.1661,-9.1644,0.2701,-2.1165,7.6925,-6.8965,1.0723,-16.5547,13.1645,1.5423,-11.591,-3.2688,9.1743,-2.6787,-10.0401,14.2199,1.8691,-2.7272,-0.4523,7.0215,2.2278,-0.247,-3.3416,-10.0304,-8.688,2.5455,5.5664,0.1924,-4.4117,-6.8495,9.3633,11.9497,-4.5999,-7.0633,-6.4348,53.5697,21.875,1.2659,-3.3639,-5.4914,6.7903,-11.9566,0.5465,-2.139,-1.5789,-2.5639,7.7347,-7.2344,-10.2459,-6.87,-4.0293,-11.9355,0.9774,13.7038,-1.0988,0.7379,2.2645,-4.3323,0,28.5817,9.1788,6.1538,-2.4999,-0.9903,-5.6075,7.0001,-17.0126,-2.8226,2.0577,-18.1819,8,-0.6709,-25.5761,-5.6522,-4.3661,4.793,-2.9598,-4.8291,22.4138,10.3259,0.2725,-10.4879,-23.3645,-25.1747,14.9362,-15.7895,5.0249,21.3413,-7.8652,56.1404,-16.1765,10.569,-6.818,-22.353,14.865,-17.7779,-5.7761,-10.0648,-17.2044,22.3684,-8.9819,6.1099
2382 廣達,-2.1407,11.414,-3.8627,6.3935,5.1726,11.5383,-7.4734,-0.0001,5.441,0.566,3.9217,-8.1082,-2.8021,-4.5151,-1.9671,-11.0472,-6.2902,1.169,1.8518,-4.7858,3.117,-2.778,2.8573,0.7853,-1.0364,-8.5308,4.7202,-2.9886,7.8067,-2.5363,0.9756,10.067,-0.6666,7.9136,5.4628,-5.452,8.7365,1.5847,-4.0102,7.3846,0.3085,6.2294,-8.2708,5.0554,-8.1277,0.8787,-6.4381,9.2815,-14.249,0.7761,4.1104,-1.2595,1.795,1.5627,-0.6469,6.3276,15.0315,-0.7849,7.9663,-1.5025,0.6722,1.3629,-13.0364,4.4117,4.4546,15.2212,1.8021,-4.475,-5.5284,0.4901,2.1702,6.5835,10.8483,4.3209,-16.2066,5.378,0.5154,-1.8549,-3.7338,-5.9543,2.504,-8.1895,7.0768,4.0001,-7.4074,-1.0264,9.8227,24.924,1.9231,5.2632,15.2861,20.028,12.9748,-8.6704,-3.8888,4.6512,-12.0206,-18.201,9.2574,3.5254,-2.0835,-5.3253,20.8581,1.3285,10.3999,-18.5669,-5.0519,-10.3512,4.6423,-3.7246,6.8544,4.8829,2.4001,4.1665,-4.9505,-10.6193,1.6188,-5.922,4.7872,14.4017,4.0083,0.4237,8.573,-9.7491,7.6924,-14.5647,5.6287,7.3514,5.6382,1.9524,-10.3113,11.0153,-14.8898,4.4146,-3.0126,-2.9752,5.4008,9.9615,-1.3231,-4.6848,4.717,-7.0176,8.5715,-2.7778,-7.6924,0.8619,5.4545,-12.5454,-3.3785,5.714,-9.0909,-8.8757,3.0489,-1.7963,3.7268,-12.9729,12.1213,-2.3668,4.3211,27.4835,2.8776,13.9342,0,1.6668,-9.0907,15.7895,-17.3913,-2.1277,6.0153,-12.5,-9.5238,5.3337,-8.7378,-11.9658,-11.3638,9.0912,-12.0001,20.614,42.4999,8.1086,14.7286,-16.2338,-16.3046,0.2085,3.9999,2.2727,-6.7798,13.4614,7.7721,14.8808,-16,-9.0909,4.2657,-6.6371,-26.1438,-0.0002,-1.7389,-4.348,-13.5339,16.1572,-12.5953,6.5041
2383 台光電,3.0408,-1.2702,25.8153,-3.5904,14.46,14.0625,-6.0358,1.3223,5.7692,-0.5217,-9.4487,-4.7975,-7.8731,1.9718,13.1939,8.1529,13.1825,3.7111,-4.4776,20.314,4.455,4.279,7.9154,6.0141,5.4572,-1.3103,4.9446,14.2622,5.4195,6.1225,-2.7076,1.8383,4.6156,3.9998,-1.9609,4.9383,-2.6051,1.4229,-2.6587,2.6515,-6.2167,-6.7881,0.6666,0.3343,1.3561,2.6086,-2.7074,2.2491,-6.1688,11.1912,6.8479,-0.3596,-0.3583,5.0847,-2.9251,8.5316,14.5454,17.6471,-1.8372,-19.7894,1.7128,3.0904,-8.0468,-0.9174,-6.6783,-1.0166,-8.6687,1.0955,4.4117,-0.8104,9.397,-1.3986,-1.3794,0.1727,-3.177,16.0391,-6.588,-16.737,14.8627,26.8443,13.4885,-11.5228,5.6525,0.6567,-8.5999,10.3756,17.0541,48.4737,-20.2985,21.377,59.5376,22.5213,31.471,6.9721,-0.986,-32.3099,-16.7775,-19.6428,-1.3214,8.4468,-23.5879,11.0701,9.7166,9.2921,12.4378,-15.5463,-9.1605,-17.0886,-9.4556,0.8671,-3.889,13.1371,5.8462,-4.6921,0.2943,5.5903,3.8709,-12.1814,1.1461,6.0789,-0.9038,22.0589,5.9489,-0.0001,-16.1491,-11.5386,4.2981,25.5395,-13.9319,12.937,60.6743,12.658,-17.7083,16.2629,-7.9618,0.2127,32.3946,2.8987,-13.4253,-6.2352,10.3895,-29.3579,3.8096,5.0001,-2.9127,0.9803,5.6996,9.659,-15.7893,-8.3333,5.5555,3.8463,14.2857,8.3335,4.3478,5.921,2.7025,4.2255,-19.3184,-0.565,29.1975,19.1306,-12.8789,-6.383,-12.4223,11.8054,-11.1112,-5.263,17.9309,-34.6848,2.3039,-12.5001,-17.3333,-17.5824,5.2023,12.3376,-9.4119,21.8638,51.6305,26.8965,-2.0271,-33.0316,2.0684,-34.4737,-7.317,-18.3269,-19.5512,6.8493,8.55,55.4912,-26.6949,2.6088,-28.5714,-39.8131,5.9405,6.5597,-3.54,6.6036,19.9095,3.2709,8.6295,60.8162
2385 群光,1.8914,1.019,-0.5069,9.3719,-2.1507,1.4192,-6.4009,14.2068,5.8393,-5.1246,-4.117,-2.964,2.3746,-6.1881,-1.0916,4.7843,-3.4966,-3.051,0.7973,0.5726,-0.2285,-1.1297,5.1071,-3.551,-4.0661,-7.1427,16.8058,4.6148,5.0838,3.3123,-0.6328,-0.3782,2.3227,3.4712,1.2163,1.2311,-0.8141,6.5027,-3.6211,-7.0282,-0.8452,-4.3881,10.0381,1.2868,-5.1283,22.0566,-1.4685,6.2402,-7.1014,9.1773,8.9654,9.5439,3.9157,-0.5263,-1.7242,-4.2904,16.5383,4.7332,8.7625,-9.9605,0.9959,0.6012,-9.7647,2.9413,-0.2119,6.0283,7.0209,-5.7247,-12.107,-2.1538,0.3085,-4.0001,2.2728,14.7828,-17.9744,7.0975,-8.2907,-6.1078,-1.1835,8.1945,-1.0139,1.6751,3.4668,3.4484,-0.2751,-7.7412,8.2418,28.9241,-4.6803,18.4842,24.368,14.0234,26.1156,-4.4232,9.8959,-29.7563,-15.7247,-14.6493,2.888,10.3671,-5.9406,-6.0465,19.4445,10.204,13.1639,-29.0162,2.6936,-4.9602,-12.5873,8.1696,-10.0679,31.6828,22.1359,3.0003,1.01,-2.9414,2.2044,1.8369,-2.7777,22.6275,6.8919,12.7566,11.8031,-1.442,-4.2856,1.5964,5.9998,7.6159,9.6188,-9.9671,0.0002,47.8257,-6.1224,-4.5455,-22.4832,2.9176,4.7925,-0.3186,-4.8485,-2.6547,25.0923,-16.0992,9.4914,-15.7144,-14.6342,-0.4855,-5.2875,-8.4209,-5.6335,-4.58,-3.6763,-11.1111,1.3246,10.2189,4.58,3.9682,2.439,3.3612,-1.653,12.1564,17.4311,23.8636,6.7963,-9.4507,-3.3969,15.4412,-9.3334,-10.8911,8.1371,-15.856,3.7382,32.426,-25.2598,-6.2499,0,1.5874,-4.5453,29.4118,102.381,24.7523,-4.2655,-12.81,-6.9231,-14.1917,1.6778,-18.8011,16.1392,40.4445,67.2861,12.0831,-28.9941,-4.5199,-15.7144,1.4492,-1.4288,-11.7645,3.4783,-17.5628,-0.0002,-8.2238,6.6668,22.845
2387 精元,1.6253,2.907,0.585,5.5556,-2.1147,8.5246,-4.6875,4.9181,1.6668,-3.572,4.2104,-2.3971,10.606,13.3047,-3.2355,-22.2929,-10.0289,-7.9157,-10.1895,-1.1711,5.6931,2.2783,17.9104,0.2995,1.2122,-0.3172,13.6054,8.0882,4.2145,-2.974,-1.4652,-3.873,16.8723,5.1949,4.0544,-9.7562,3.3614,-3.2128,-6.7416,2.2988,-7.1175,18.5655,-7.422,2.4001,3.7345,-3.2127,-1.1905,2.8571,-7.5473,3.4497,-1.5038,-9.5238,2.4391,-11.9631,-17.4684,-5.7277,20.7494,5.4712,-10.8401,-13.583,3.3896,-7.0535,-8.6372,-1.8831,-0.9327,-4.9646,-4.7296,-1.3333,-8.5367,-0.1522,5.4575,-1.8896,0,6.9024,-5.5643,4.1403,3.2841,-11.9944,-4.1552,3.2904,2.6433,-8.8353,9.2103,0.5883,1.7963,-0.2984,-3.4943,42.0946,-15.6666,11.3171,35.0875,9.6153,21.3334,-2.2801,0.6558,-30.6818,-7.9497,-21.6867,7.0771,-5.7972,-6.25,-5.6409,7.4382,-3.8411,10.7038,-2.8488,1.739,-9.9216,-3.1607,-5.4959,6.9969,3.896,1.8031,0.7262,0.7317,4.3256,14.2442,2.2289,-0.7373,16.6955,4.8737,-3.6523,-5.1155,-4.7196,-6.7469,-0.8363,1.5777,15.0837,-6.0367,-9.2857,27.6598,19.6362,-1.7858,-3.1142,-2.4258,-3.3579,4.1035,0,-0.6042,37.3444,1.6877,-4.8191,13.1819,-2.2225,-2.5974,-3.7501,-0.8264,13.337,-9.7471,-7.358,-1.6447,-10.8501,8.5988,-0.9463,-4.8047,9.7207,13.1903,1.5577,-15.3033,20.7006,-9.7702,2.6546,4.3075,-2.6946,6.3694,-6.8249,-3.7143,8.0246,4.18,4.413,2.0709,-2.8735,3.2641,0.2975,-2.0407,2.6947,-0.8903,-2.0348,19.4444,-0.6897,0.3458,-7.074,-0.6387,-9.2754,10.642,0.8773,-6.044,6.4328,-1.1561,1.7648,8.6262,7.2048,-0.9093,-12.9289,14.1566,2.4691,3.1847,-0.9461,-2.1606,1.2502,0.0001,9.9657
2388 威盛,4.6295,-2.7028,-11.9048,0.3984,-7.0371,-6.8964,43.5646,14.1244,-0.7848,1.3636,8.642,-4.4812,22.1902,30.9433,4.3305,-1.359,-33.7195,-15.0818,2.2346,-15.5662,-4.9327,2.2934,2.8302,-41.2744,-15.6543,3.6319,-8.8301,-5.8213,5.0217,5.2871,-10.6778,-5.8027,-8.4956,0.8929,-4.7617,21.9917,-3.6001,38.5042,0.2778,1.1238,-23.605,15.0618,-0.2463,-6.8808,-7.4311,1.9482,3.8199,66.0446,-37.3833,18.1015,-2.6852,-15.7466,-28.9389,-6.0422,-12.6649,-17.9653,23.8607,14.0673,-15.2851,-16.8104,-2.3158,-15.3299,-18.5776,-0.4334,6.1351,17.0557,-10.1611,-1.1165,-1.5698,1.272,24.0632,-5.4103,5.0981,13.0822,-18.445,9.2886,0.9978,39.5544,-1.9125,4.871,-0.2856,-4.3717,14.7336,-16.4713,-15.3362,-14.2341,-18.6814,11.8852,-25.8358,-8.6111,8.4338,10.6665,38.8889,36.1916,32.6085,-25.4363,-41.0294,-37.8996,19.6722,-14.2857,21.3068,-7.8534,11.6961,-9.524,16.6667,-11.7167,-9.3828,-11.3786,-2.766,-0.4239,-25.7861,-8.4891,5.945,0.6135,-7.1225,2.9327,4.9231,-19.8523,70.3784,-2.4589,-4.126,-4.3234,8.5713,-12.8115,-10.5095,-1.413,29.7355,29.8942,0.0001,-8.6957,10.1063,7.7364,-18.8373,12.5653,-23.6,17.9246,3.9212,27.5,-2.7356,-8.6112,17.503,-7.4714,-0.5715,-8.854,-3.0301,-15.3848,-4.0984,-12.8571,-10.2564,-17.4603,-5.5,-11.3081,-0.8793,3.409,5.012,-17.0298,-2.8845,5.0318,-6.25,22.0043,7.4941,6.7499,21.9513,-4.9272,-15.6482,9.0667,-14.1877,-8.3857,0.21,0.6775,-12.6864,-8.8436,-22.6316,-13.6364,-16.6667,-9.5891,1.7422,1.0562,21.3675,36.0465,0.5848,-18.1045,-23.6363,-7.563,-8.4616,-16.1289,-12.1812,20.4781,6.5455,51.0991,-12.0772,-10.7756,-24.6754,-25.6039,21.0525,7.9999,-10.7144,12.0001,4.3956,28.5312,-1.6665,4.3478
2390 云辰,-9.4182,-2.9569,-6.4729,-0.4951,-7.9727,14.6214,-8.1534,3.2179,-3.3493,-1.1821,-9.6154,1.2986,1.9866,9.9514,-13.2632,1.4957,-12.1952,-18.2515,-3.5502,-8.2768,0.1359,-2.6456,29.4522,-3.4711,-16.5518,14.7153,-25.4715,-20.1579,11.4346,11.8603,78.4228,9.0495,-2.8569,33.4309,-1.7291,-0.5731,-5.9299,0.2702,-2.8873,2.6955,-5.5979,3.1495,-17.1738,-7.6305,24.1894,47.4266,28.91,-1.4019,-2.7273,44.7371,3.4017,-6.0106,-4.6343,0.4902,-14.9113,1.6964,19.9749,7.3771,6.087,-4.1668,1.4085,-4.0541,-14.5495,-5.044,0.5513,-0.22,0.8879,-9.4471,-3.3981,-1.9049,2.4388,-15.2892,-1.626,23.0001,-14.1633,4.9549,1.3698,-11.6936,3.3333,19.4029,-10.2679,-20,36.5854,27.9652,-5.2072,46.9565,-6.6557,6.0239,-8.9342,10.572,1.7637,12.0552,2.2223,-2.9414,2.0001,0.4016,7.0967,-26.6563,3.4257,-7.8195,-24.4317,-0.6772,1.839,4.8194,10.6668,-21.0527,4.9727,-15.0233,-11.25,5.2631,-17.9855,2.2058,13.3334,18.8119,2.7466,22.8752,2.4328,-4.1718,5.4333,6.0357,16.4538,5.9221,-11.3945,-2.4854,-4.7355,12.1873,5.9603,2.5466,-7.3899,-8.3574,19.6553,25,-18.4533,-3.7224,-20.3232,-1.7994,9.5774,12.6983,-12.863,-2.9531,2.0549,-3.9476,10.145,-14.8149,0.6211,-8.5224,3.5294,-5.5556,-18.9189,-3.0569,-6.9106,-10.2188,5.3846,15.5555,-1.3156,0.885,-2.1647,3.125,-7.451,2.8226,9.2511,12.9354,-6.9447,-11.8368,-12.5001,-5.724,-11.078,-7.2221,6.5091,-3.9773,-11.5577,-2.4512,-13.1488,-23.0302,-13.158,-13.0434,6.326,21.9584,19.5036,31.1629,1.415,-7.0177,-8.8756,-22.9593,-7.3287,-17.864,-19.5312,3.2257,-3.1251,41.593,-20.7017,-14.9253,-31.2821,-18.7497,14.8325,-9.5239,1.8694,-4.1664,17.4827,26.5489,6.6038,13.9785
